0.000000,0.000000,0.031847,5.821656,12.605096,1.980892,0.127389,0.082803,0.000000,0.000000,1.707006,13.611465,9.229299,1.216561,1.738854,0.363057,0.000000,0.254777,9.229299,13.159236,2.044586,5.331210,5.694268,0.394904,0.000000,3.955414,14.910828,5.949045,2.993631,12.159236,7.063694,0.050955,0.031847,9.299363,15.356688,10.464968,12.662420,15.445860,5.522293,0.000000,0.210191,6.331210,11.611465,12.299363,15.305732,12.528662,1.719745,0.000000,0.044586,0.573248,1.267516,5.044586,14.796178,4.802548,0.050955,0.000000,0.000000,0.000000,0.038217,6.726115,12.840764,1.789809,0.000000,0.000000
0.000000,1.270270,11.810811,14.905405,14.418919,8.689189,1.108108,0.000000,0.000000,1.189189,9.540541,9.189189,13.405405,11.270270,1.189189,0.000000,0.000000,0.310811,0.864865,1.770270,13.337838,8.148649,0.351351,0.000000,0.000000,1.297297,5.972973,10.175676,15.378378,9.040541,3.297297,0.000000,0.000000,3.527027,12.824324,15.756757,15.108108,13.445946,6.297297,0.000000,0.000000,0.810811,6.229730,14.783784,6.270270,3.472973,1.148649,0.000000,0.000000,0.418919,9.986486,12.013514,0.608108,0.054054,0.013514,0.000000,0.000000,1.445946,12.945946,6.770270,0.081081,0.000000,0.000000,0.000000
0.000000,0.000000,1.062500,7.000000,12.625000,13.837500,6.712500,0.387500,0.000000,0.525000,9.737500,13.562500,9.087500,12.375000,10.200000,0.712500,0.000000,2.775000,14.150000,9.662500,9.637500,13.950000,7.912500,0.287500,0.000000,1.850000,10.825000,12.075000,12.037500,14.512500,6.100000,0.000000,0.000000,0.037500,1.200000,1.887500,5.000000,13.950000,2.775000,0.000000,0.000000,0.000000,0.037500,0.462500,9.212500,10.400000,0.800000,0.000000,0.000000,0.000000,0.325000,4.625000,12.662500,5.000000,0.225000,0.000000,0.000000,0.000000,0.875000,8.475000,9.462500,1.850000,0.025000,0.000000
0.000000,0.000000,0.285714,6.271429,12.871429,7.314286,3.657143,0.428571,0.000000,0.214286,5.185714,14.185714,8.728571,8.014286,8.814286,0.957143,0.000000,2.071429,13.100000,8.728571,1.485714,10.842857,8.900000,0.400000,0.000000,5.857143,15.314286,10.785714,11.314286,15.200000,7.385714,0.014286,0.000000,3.328571,11.828571,12.928571,13.728571,14.271429,3.785714,0.000000,0.000000,0.228571,1.171429,2.171429,12.571429,9.185714,0.214286,0.000000,0.000000,0.000000,0.271429,4.771429,14.171429,4.200000,0.000000,0.000000,0.000000,0.000000,0.142857,7.614286,11.414286,1.600000,0.000000,0.000000
0.000000,0.183099,7.021127,13.908451,11.492958,3.161972,0.056338,0.000000,0.000000,3.387324,14.845070,8.985915,11.443662,11.302817,0.992958,0.000000,0.000000,6.352113,13.105634,1.711268,7.246479,14.204225,2.338028,0.000000,0.000000,3.140845,13.753521,10.823944,12.464789,15.021127,3.753521,0.000000,0.000000,0.225352,4.704225,8.788732,8.204225,13.845070,5.816901,0.000000,0.000000,0.105634,0.915493,0.415493,0.612676,11.443662,7.830986,0.000000,0.000000,0.591549,6.852113,6.042254,5.612676,13.549296,6.626761,0.000000,0.000000,0.105634,7.056338,14.119718,14.169014,10.091549,1.690141,0.000000
0.000000,0.000000,0.072464,5.231884,13.376812,7.753623,0.362319,0.000000,0.000000,0.072464,1.463768,11.695652,15.652174,10.304348,0.550725,0.000000,0.000000,2.173913,9.724638,15.304348,15.492754,7.739130,0.246377,0.000000,0.000000,4.869565,12.463768,13.144928,15.681159,6.797101,0.260870,0.000000,0.000000,2.086957,5.144928,8.623188,15.739130,7.115942,0.289855,0.000000,0.000000,0.130435,0.521739,5.971014,15.289855,8.463768,0.449275,0.000000,0.000000,0.000000,0.188406,6.507246,15.536232,10.956522,1.492754,0.000000,0.000000,0.000000,0.115942,4.971014,14.391304,11.289855,2.231884,0.000000
0.000000,0.193798,6.930233,13.790698,11.767442,3.503876,0.193798,0.000000,0.000000,1.945736,12.472868,10.868217,10.906977,8.356589,0.612403,0.000000,0.000000,2.224806,10.503876,7.689922,10.410853,11.038760,1.116279,0.000000,0.000000,0.604651,5.829457,11.046512,13.379845,13.674419,2.651163,0.000000,0.000000,0.062016,0.372093,1.821705,3.899225,11.968992,7.038760,0.000000,0.000000,0.139535,0.899225,0.062016,0.155039,7.503876,11.054264,0.062016,0.000000,0.922481,8.395349,5.348837,4.224806,11.139535,11.131783,0.341085,0.000000,0.186047,6.565891,13.658915,15.186047,13.325581,4.852713,0.100775
0.000000,0.417323,7.913386,12.992126,13.960630,11.685039,3.803150,0.039370,0.000000,2.086614,13.976378,11.165354,7.669291,6.110236,1.740157,0.000000,0.000000,3.637795,14.401575,7.574803,4.291339,1.086614,0.039370,0.000000,0.000000,4.244094,14.370079,14.244094,14.322835,9.433071,0.724409,0.000000,0.000000,1.000000,4.118110,2.834646,5.425197,13.598425,3.834646,0.000000,0.000000,0.188976,0.527559,0.118110,1.598425,13.133858,4.385827,0.000000,0.000000,0.771654,6.275591,6.283465,9.590551,13.204724,1.984252,0.000000,0.000000,0.330709,8.401575,14.456693,12.149606,4.433071,0.173228,0.000000
0.000000,0.020000,4.960000,13.230000,14.490000,10.670000,2.110000,0.050000,0.000000,0.870000,10.460000,11.880000,12.900000,14.350000,3.130000,0.010000,0.000000,0.510000,1.980000,0.750000,8.260000,13.630000,1.920000,0.010000,0.000000,0.070000,1.680000,5.070000,13.160000,11.920000,3.020000,0.000000,0.000000,1.370000,9.380000,14.680000,15.800000,13.900000,5.690000,0.000000,0.000000,1.370000,5.920000,12.900000,13.230000,6.080000,1.330000,0.000000,0.000000,0.040000,2.290000,14.910000,6.740000,0.120000,0.000000,0.000000,0.000000,0.000000,6.100000,13.680000,1.720000,0.000000,0.000000,0.000000
0.000000,0.050000,6.175000,13.537500,6.662500,0.262500,0.000000,0.000000,0.000000,1.587500,13.750000,14.112500,14.650000,6.400000,0.025000,0.000000,0.000000,3.987500,14.700000,6.375000,8.112500,14.287500,1.500000,0.000000,0.000000,5.250000,13.250000,1.862500,1.087500,12.175000,5.525000,0.000000,0.000000,5.787500,12.175000,0.812500,0.137500,9.700000,7.275000,0.000000,0.000000,4.112500,13.787500,1.450000,0.975000,11.462500,7.500000,0.000000,0.000000,1.250000,14.250000,10.625000,10.912500,14.787500,3.587500,0.000000,0.000000,0.087500,6.012500,14.387500,13.512500,6.087500,0.187500,0.000000
