95.0,113.0,117.0,99.0,91.0,95.0,99.0,107.0,96.0,122.0
107.0,130.0,133.0,120.0,114.0,119.0,97.0,112.0,99.0,126.0
86.0,109.0,83.0,110.0,92.0,84.0,65.0,112.0,83.0,99.0
112.0,95.0,93.0,104.0,102.0,81.0,94.0,108.0,123.0,115.0
116.0,119.0,100.0,93.0,84.0,75.0,97.0,76.0,86.0,102.0
72.0,132.0,98.0,78.0,92.0,85.0,98.0,102.0,87.0,85.0
105.0,123.0,88.0,91.0,90.0,82.0,103.0,92.0,81.0,101.0
88.0,99.0,90.0,117.0,103.0,103.0,105.0,97.0,107.0,94.0
97.0,95.0,103.0,96.0,96.0,76.0,99.0,109.0,106.0,82.0
102.0,120.0,127.0,102.0,118.0,92.0,101.0,113.0,106.0,83.0
